ticker
SYRMA.NS
IPCALAB.NS
CHENNPETRO.NS
IFCI.NS
KFINTECH.NS
JPPOWER.NS
DRREDDY.NS
ANANTRAJ.NS
JBCHEPHARM.NS
PRAJIND.NS
TORNTPHARM.NS
HINDPETRO.NS
ABBOTINDIA.NS
MANAPPURAM.NS
BAYERCROP.NS
LUPIN.NS
HONAUT.NS
CIPLA.NS
NATCOPHARM.NS
BPCL.NS
BSE.NS
MGL.NS
EMAMILTD.NS
METROBRAND.NS
COFORGE.NS
IOC.NS
VARROC.NS
BLS.NS
PERSISTENT.NS
KIMS.NS
WESTLIFE.NS
HOMEFIRST.NS
INDGN.NS
CESC.NS
GLENMARK.NS
MANKIND.NS
LEMONTREE.NS
POWERINDIA.NS
JINDALSAW.NS
ACE.NS
NEWGEN.NS
KEC.NS
EQUITASBNK.NS
NLCINDIA.NS
AMBER.NS
CERA.NS
DBREALTY.NS
UNOMINDA.NS
AUROPHARMA.NS
GRAPHITE.NS
SHYAMMETL.NS
EIHOTEL.NS
ERIS.NS
MOTILALOFS.NS
GLAND.NS
CASTROLIND.NS
BHEL.NS
INDUSTOWER.NS
ELGIEQUIP.NS
GUJGASLTD.NS
NHPC.NS
HEROMOTOCO.NS
SUNPHARMA.NS
M&MFIN.NS
TORNTPOWER.NS
INDIGO.NS
APOLLOHOSP.NS
SKFINDIA.NS
CHEMPLASTS.NS
OFSS.NS
TATACONSUM.NS
BIOCON.NS
JUBLFOOD.NS
SBILIFE.NS
IEX.NS
LAURUSLABS.NS
LATENTVIEW.NS
ZYDUSLIFE.NS
WHIRLPOOL.NS
HONASA.NS
GSPL.NS
NH.NS
ABREL.NS
ELECON.NS
HEG.NS
ASAHIINDIA.NS
PETRONET.NS
POWERGRID.NS
VTL.NS
GAIL.NS
ALKEM.NS
ABSLAMC.NS
GODREJAGRO.NS
UBL.NS
ASTRAZEN.NS
NMDC.NS
REDINGTON.NS
TIMKEN.NS
ICICIGI.NS
CEATLTD.NS
TRENT.NS
GVT&D.NS
TATAELXSI.NS
COLPAL.NS
CDSL.NS
ENDURANCE.NS
RKFORGE.NS
GRANULES.NS
PAGEIND.NS
PNBHOUSING.NS
SUNDRMFAST.NS
PNB.NS
TIINDIA.NS
CUB.NS
CHAMBLFERT.NS
DEVYANI.NS
JUBLPHARMA.NS
CLEAN.NS
ZFCVINDIA.NS
JSWENERGY.NS
SWSOLAR.NS
SRF.NS
CCL.NS
DEEPAKNTR.NS
CARBORUNIV.NS
HINDUNILVR.NS
KIRLOSBROS.NS
FACT.NS
BHARTIARTL.NS
INDIACEM.NS
KPRMILL.NS
MRPL.NS
JYOTHYLAB.NS
VOLTAS.NS
INDIAMART.NS
ECLERX.NS
OIL.NS
MARICO.NS
METROPOLIS.NS
EICHERMOT.NS
TEJASNET.NS
APLLTD.NS
FEDERALBNK.NS
CANBK.NS
NUVAMA.NS
DABUR.NS
APTUS.NS
GPPL.NS
UNITDSPR.NS
COROMANDEL.NS
RAMCOCEM.NS
BAJAJ-AUTO.NS
HDFCLIFE.NS
POLYCAB.NS
JUSTDIAL.NS
AVANTIFEED.NS
MAHSEAMLES.NS
DIVISLAB.NS
SONACOMS.NS
HAVELLS.NS
CAPLIPOINT.NS
WIPRO.NS
3MINDIA.NS
BALAMINES.NS
POLICYBZR.NS
CHALET.NS
MEDANTA.NS
FLUOROCHEM.NS
CGPOWER.NS
HBLPOWER.NS
INDUSINDBK.NS
SAPPHIRE.NS
MASTEK.NS
MAPMYINDIA.NS
LTF.NS
BRIGADE.NS
MARUTI.NS
KAJARIACER.NS
BRITANNIA.NS
INDHOTEL.NS
NUVOCO.NS
BANDHANBNK.NS
IDFCFIRSTB.NS
SHRIRAMFIN.NS
PAYTM.NS
TATACHEM.NS
APOLLOTYRE.NS
AJANTPHARM.NS
MAZDOCK.NS
PVRINOX.NS
SAREGAMA.NS
HSCL.NS
ONGC.NS
SANOFI.NS
HDFCAMC.NS
NSLNISP.NS
FIVESTAR.NS
AWL.NS
DMART.NS
STARHEALTH.NS
ADANIPORTS.NS
FINEORG.NS
TATATECH.NS
ATUL.NS
RRKABEL.NS
ALKYLAMINE.NS
NCC.NS
SAIL.NS
JBMA.NS
BLUEDART.NS
GESHIP.NS
INDIANB.NS
ADANIENSOL.NS
BHARATFORG.NS
BOSCHLTD.NS
ZEEL.NS
GODREJPROP.NS
TATAPOWER.NS
VIPIND.NS
PIIND.NS
ICICIPRULI.NS
INTELLECT.NS
FORTIS.NS
VBL.NS
CAMS.NS
MUTHOOTFIN.NS
PFIZER.NS
ABCAPITAL.NS
MRF.NS
LICI.NS
GPIL.NS
SCHNEIDER.NS
KPITTECH.NS
SIEMENS.NS
AMBUJACEM.NS
MCX.NS
APLAPOLLO.NS
ENGINERSIN.NS
MINDACORP.NS
MSUMI.NS
SAMMAANCAP.NS
ITC.NS
TANLA.NS
ROUTE.NS
MAHABANK.NS
SOLARINDS.NS
TBOTEK.NS
CENTRALBK.NS
BALKRISIND.NS
CROMPTON.NS
IDBI.NS
LALPATHLAB.NS
ULTRACEMCO.NS
FINPIPE.NS
SUNTV.NS
ATGL.NS
DEEPAKFERT.NS
EMCURE.NS
NAM-INDIA.NS
ASTRAL.NS
HINDALCO.NS
UCOBANK.NS
RBLBANK.NS
SBIN.NS
AIAENG.NS
GODREJCP.NS
GRINDWELL.NS
HDFCBANK.NS
M&M.NS
BANKBARODA.NS
TRIDENT.NS
SIGNATURE.NS
IREDA.NS
USHAMART.NS
PGHH.NS
COALINDIA.NS
RENUKA.NS
CANFINHOME.NS
RAJESHEXPO.NS
JKTYRE.NS
MANYAVAR.NS
JSL.NS
TATASTEEL.NS
TECHM.NS
ZENSARTECH.NS
VEDL.NS
SBICARD.NS
GILLETTE.NS
RADICO.NS
TATAINVEST.NS
HCLTECH.NS
HAPPSTMNDS.NS
MAXHEALTH.NS
LINDEINDIA.NS
SHREECEM.NS
VIJAYA.NS
KARURVYSYA.NS
CONCOR.NS
HUDCO.NS
IRCTC.NS
JSWINFRA.NS
PTCIL.NS
ACC.NS
APARINDS.NS
DLF.NS
JKCEMENT.NS
BATAINDIA.NS
ABFRL.NS
SYNGENE.NS
ASTERDM.NS
LT.NS
KOTAKBANK.NS
TVSMOTOR.NS
GICRE.NS
BLUESTARCO.NS
ITI.NS
QUESS.NS
UJJIVANSFB.NS
TATAMOTORS.NS
JINDALSTEL.NS
MMTC.NS
ANANDRATHI.NS
RAINBOW.NS
UNIONBANK.NS
JKLAKSHMI.NS
GAEL.NS
BSOFT.NS
GRINFRA.NS
SUVENPHAR.NS
EXIDEIND.NS
KANSAINER.NS
PHOENIXLTD.NS
SBFC.NS
TITAN.NS
SUPREMEIND.NS
GNFC.NS
PNCINFRA.NS
TCS.NS
JWL.NS
DATAPATTNS.NS
SUNDARMFIN.NS
ZOMATO.NS
SCI.NS
ACI.NS
SOBHA.NS
CELLO.NS
RATNAMANI.NS
BERGEPAINT.NS
IRFC.NS
HINDZINC.NS
ARE&M.NS
COCHINSHIP.NS
UTIAMC.NS
CRISIL.NS
CENTURYPLY.NS
YESBANK.NS
THERMAX.NS
AAVAS.NS
BALRAMCHIN.NS
KALYANKJIL.NS
FSL.NS
SJVN.NS
AXISBANK.NS
RECLTD.NS
BANKINDIA.NS
RAYMOND.NS
WELSPUNLIV.NS
J&KBANK.NS
CAMPUS.NS
DALBHARAT.NS
EIDPARRY.NS
RTNINDIA.NS
SUZLON.NS
KSB.NS
CIEINDIA.NS
MFSL.NS
CGCL.NS
PFC.NS
POONAWALLA.NS
NTPC.NS
NESTLEIND.NS
BEL.NS
GLAXO.NS
LTTS.NS
PPLPHARMA.NS
TVSSCS.NS
NIACL.NS
NYKAA.NS
NBCC.NS
MOTHERSON.NS
NAUKRI.NS
AARTIIND.NS
ASHOKLEY.NS
KPIL.NS
IIFL.NS
LICHSGFIN.NS
OBEROIRLTY.NS
ALOKINDS.NS
SONATSOFTW.NS
GSFC.NS
GMDCLTD.NS
IDEA.NS
KNRCON.NS
INOXWIND.NS
SCHAEFFLER.NS
IGL.NS
IOB.NS
TITAGARH.NS
RELIANCE.NS
HINDCOPPER.NS
RITES.NS
AUBANK.NS
DELHIVERY.NS
ADANIENT.NS
SPARC.NS
KEI.NS
TATACOMM.NS
OLECTRA.NS
BEML.NS
EASEMYTRIP.NS
ISEC.NS
HAL.NS
SWANENERGY.NS
BASF.NS
IRB.NS
JMFINANCIL.NS
360ONE.NS
AEGISLOG.NS
HFCL.NS
BBTC.NS
PRESTIGE.NS
INFY.NS
CYIENT.NS
ICICIBANK.NS
LLOYDSME.NS
ESCORTS.NS
MAHLIFE.NS
RAILTEL.NS
LODHA.NS
VINATIORGA.NS
GMRAIRPORT.NS
PATANJALI.NS
TECHNOE.NS
MPHASIS.NS
NAVINFLUOR.NS
PIDILITIND.NS
CREDITACC.NS
JYOTICNC.NS
PCBL.NS
CHOLAHLDNG.NS
CONCORDBIO.NS
AKUMS.NS
GODFRYPHLP.NS
IRCON.NS
GRASIM.NS
NETWEB.NS
JSWSTEEL.NS
ADANIPOWER.NS
FINCABLES.NS
BIRLACORPN.NS
SUMICHEM.NS
DIXON.NS
BAJFINANCE.NS
UPL.NS
RVNL.NS
AFFLE.NS
NATIONALUM.NS
BAJAJFINSV.NS
BAJAJHLDNG.NS
GODIGIT.NS
WELCORP.NS
PEL.NS
GRSE.NS
AADHARHFC.NS
ANGELONE.NS
TTML.NS
ASIANPAINT.NS
BIKAJI.NS
KIRLOSENG.NS
VGUARD.NS
GODREJIND.NS
RHIM.NS
BHARTIHEXA.NS
INOXINDIA.NS
TRIVENI.NS
BDL.NS
CHOLAFIN.NS
RCF.NS
POLYMED.NS
NETWORK18.NS
ADANIGREEN.NS
JIOFIN.NS
CUMMINSIND.NS
ABB.NS
JUBLINGREA.NS
